mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.013618564605712891,0.003708283838145155,0.0035257816314697267,0.0061030248437199544,0.1,{'classifier__alpha': 0.1},0.8402505873140172,0.841033672670321,0.8463949843260188,0.8424764890282131,0.835423197492163,0.8411157861661465,0.003546331145878037,5,0.9071498530852106,0.9100881488736533,0.9077555816686251,0.90912651782217,0.9140227183705445,0.9096285639640407,0.002425857863341486
0.012080097198486328,0.005187084242384595,0.006101369857788086,0.0058638107858748284,0.5,{'classifier__alpha': 0.5},0.8574784651527017,0.8472983555207517,0.853448275862069,0.8573667711598746,0.8503134796238244,0.8531810694638443,0.003972115367933158,4,0.9000979431929481,0.8991185112634672,0.8987465726596161,0.8989424206815512,0.8993341167254211,0.8992479129046007,0.00046720336346071364
0.02176814079284668,0.012549959858289607,0.003525257110595703,0.006099640485939438,1.0,{'classifier__alpha': 1.0},0.8637431480031323,0.8590446358653093,0.8620689655172413,0.859717868338558,0.859717868338558,0.8608584972125598,0.0017707967214591208,3,0.8865817825661116,0.8871694417238002,0.8887583235409322,0.8871915393654524,0.8873873873873874,0.8874176949167367,0.0007224581778144659
0.034377336502075195,0.01822013875409002,0.0,0.0,1.5,{'classifier__alpha': 1.5},0.870007830853563,0.8598277212216131,0.8652037617554859,0.8573667711598746,0.8612852664576802,0.8627382702896433,0.0044353281248371325,1,0.8840352595494613,0.8830558276199804,0.8840579710144928,0.882491186839013,0.8828828828828829,0.8833046255811661,0.0006328989261836425
0.025026273727416993,0.007592320879101395,0.0031246662139892576,0.006249332427978514,2.0,{'classifier__alpha': 2.0},0.8707909162098669,0.8582615505090054,0.8644200626959248,0.8589341692789969,0.8605015673981191,0.8625816532183826,0.0046274384230970975,2,0.8779627815866797,0.8797257590597454,0.8791617704661183,0.8793576184880533,0.8785742264003134,0.8789564312001821,0.0006210315407515106
