mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__kernel,param_classifier__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.125122356414795,0.06920279916979484,0.14997487068176268,0.01246682241928386,0.01,poly,5,"{'classifier__C': 0.01, 'classifier__degree': 5, 'classifier__kernel': 'poly'}",0.8026624902114331,0.8018794048551292,0.8017241379310345,0.8032915360501567,0.8017241379310345,0.8022563413957577,0.0006237222209218697,25,0.8323212536728697,0.8325171400587659,0.8345084214649432,0.8329416372894634,0.8325499412455935,0.832967678746327,0.0007962312963639541
0.8033759593963623,0.04517987583313754,0.10942606925964356,0.009878222681122165,1,poly,2,"{'classifier__C': 1, 'classifier__degree': 2, 'classifier__kernel': 'poly'}",0.8566953797963978,0.8519968676585747,0.8479623824451411,0.859717868338558,0.8424764890282131,0.8517697974533769,0.006137536046688277,3,0.9091087169441724,0.90871694417238,0.90912651782217,0.9089306698002351,0.9099099099099099,0.9091585517297733,0.0004037316436712366
0.8562202453613281,0.02515451588660345,0.11248550415039063,0.00623674932265228,1,poly,3,"{'classifier__C': 1, 'classifier__degree': 3, 'classifier__kernel': 'poly'}",0.8574784651527017,0.8488645262333594,0.8362068965517241,0.8526645768025078,0.8362068965517241,0.8462842722584034,0.00866929009172832,7,0.9096963761018609,0.910871694417238,0.9108891500195848,0.9118683901292597,0.9104974539757148,0.9107646129287318,0.0007011139515149148
0.9908545970916748,0.012392592641455554,0.12189159393310547,0.006261621136949447,1,poly,4,"{'classifier__C': 1, 'classifier__degree': 4, 'classifier__kernel': 'poly'}",0.8144087705559906,0.8198903680501175,0.8064263322884012,0.8158307210031348,0.8189655172413793,0.8151043418278047,0.0047777404333338,21,0.8922624877571009,0.8936336924583741,0.890912651782217,0.8956130043086565,0.8938503721112416,0.8932544416835182,0.0015830182826225175
1.0376597404479981,0.023241104312365278,0.1280982494354248,0.006262771557210273,1,poly,5,"{'classifier__C': 1, 'classifier__degree': 5, 'classifier__kernel': 'poly'}",0.8081440877055599,0.8065779169929522,0.8040752351097179,0.8056426332288401,0.8119122257053292,0.80727041974848,0.002670135282564717,22,0.8901077375122429,0.8908912830558277,0.8895417156286721,0.8918918918918919,0.8893458676067372,0.8903556991390744,0.0009370754668631548
0.7719741821289062,0.029073073176267998,0.1000779151916504,0.012562669404121164,10,poly,2,"{'classifier__C': 10, 'classifier__degree': 2, 'classifier__kernel': 'poly'}",0.8441660140955364,0.8449490994518403,0.8471786833855799,0.853448275862069,0.8432601880877743,0.84660045217656,0.003661635135660322,5,0.9431929480901078,0.9424094025465231,0.9412455934195064,0.9424206815511164,0.9435957696827262,0.942572879057996,0.0008052784179138767
0.7881241321563721,0.03220657405893021,0.09687328338623047,0.006250381486096468,10,poly,3,"{'classifier__C': 10, 'classifier__degree': 3, 'classifier__kernel': 'poly'}",0.8449490994518403,0.8480814408770556,0.8448275862068966,0.8495297805642633,0.8440438871473355,0.8462863588494782,0.002130120351524651,6,0.935945151811949,0.9361410381978452,0.9336075205640423,0.936153544849197,0.936349392871132,0.935639329658833,0.0010239232268671285
0.8564343452453613,0.03180143525718428,0.1093674659729004,0.009879329990213712,10,poly,4,"{'classifier__C': 10, 'classifier__degree': 4, 'classifier__kernel': 'poly'}",0.8465152701644479,0.8386844166014096,0.8299373040752351,0.8456112852664577,0.8315047021943573,0.8384505956603816,0.006886082955914064,13,0.9318315377081293,0.9324191968658179,0.9302781041911476,0.9339992166079123,0.9318448883666275,0.9320745887479269,0.0011968408407311683
0.9406469821929931,0.024982229479677553,0.1281003475189209,0.011670124462983924,10,poly,5,"{'classifier__C': 10, 'classifier__degree': 5, 'classifier__kernel': 'poly'}",0.8449490994518403,0.8347689898198903,0.8315047021943573,0.8393416927899686,0.8322884012539185,0.836570577101995,0.005002490464392997,14,0.9308521057786484,0.9312438785504408,0.9302781041911476,0.9318448883666275,0.9318448883666275,0.9312127730506983,0.0006006319764248939
0.7187234401702881,0.017108449840885935,0.0937741756439209,0.00987328602534973,100,poly,2,"{'classifier__C': 100, 'classifier__degree': 2, 'classifier__kernel': 'poly'}",0.8324197337509789,0.831636648394675,0.8393416927899686,0.8448275862068966,0.8307210031347962,0.835789332855463,0.00545153624700754,16,0.9449559255631733,0.9441723800195886,0.9426165295730513,0.9433999216607912,0.945554249902076,0.9441398013437361,0.001052194247129494
0.765807819366455,0.05485414879197929,0.08747048377990722,0.0076316906504747236,100,poly,3,"{'classifier__C': 100, 'classifier__degree': 3, 'classifier__kernel': 'poly'}",0.8347689898198903,0.8300704776820673,0.841692789968652,0.8424764890282131,0.8330721003134797,0.8364161693624604,0.004873068861102169,15,0.9449559255631733,0.9441723800195886,0.9426165295730513,0.9433999216607912,0.945554249902076,0.9441398013437361,0.001052194247129494
0.7752802848815918,0.018933321311464045,0.09687061309814453,0.00625052929804695,100,poly,4,"{'classifier__C': 100, 'classifier__degree': 4, 'classifier__kernel': 'poly'}",0.836335160532498,0.8379013312451057,0.8424764890282131,0.8495297805642633,0.8362068965517241,0.8404899315843608,0.005059103544260619,11,0.9449559255631733,0.9439764936336924,0.9426165295730513,0.9433999216607912,0.945554249902076,0.9441006240665569,0.001053897282591196
0.8156980037689209,0.024989149518228213,0.10008721351623535,0.007581885142991272,100,poly,5,"{'classifier__C': 100, 'classifier__degree': 5, 'classifier__kernel': 'poly'}",0.8472983555207517,0.8480814408770556,0.8432601880877743,0.8495297805642633,0.8401253918495298,0.8456590313798749,0.0034616113661469932,8,0.9365328109696376,0.935945151811949,0.9339992166079123,0.9371327849588719,0.9369369369369369,0.9361093802570615,0.001130598285760368
0.6157364845275879,0.021180276949482824,0.08441205024719238,0.0076669267202152955,0.1,linear,,"{'classifier__C': 0.1, 'classifier__kernel': 'linear'}",0.8668754894283477,0.8590446358653093,0.8495297805642633,0.859717868338558,0.8479623824451411,0.8566260313283239,0.007012504291989105,2,0.8683643486777669,0.8683643486777669,0.8670191931061496,0.8693693693693694,0.8670191931061496,0.8680272905874405,0.000901211721293362
0.621873426437378,0.011688627088223146,0.09060688018798828,0.006240961538185788,0.01,linear,,"{'classifier__C': 0.01, 'classifier__kernel': 'linear'}",0.8198903680501175,0.826938136256852,0.8236677115987461,0.829153605015674,0.8221003134796239,0.8243500268802026,0.00332228820116161,20,0.8166503428011753,0.8284035259549462,0.8292205248726988,0.827457892675284,0.8300039169604387,0.8263472406529087,0.004921762467467918
0.7562472343444824,0.018753783930928473,0.06874980926513671,0.007654325730941598,1,linear,,"{'classifier__C': 1, 'classifier__kernel': 'linear'}",0.860610806577917,0.8574784651527017,0.8589341692789969,0.8652037617554859,0.8550156739811913,0.8594485753492587,0.0034137813149059427,1,0.918511263467189,0.9179236043095005,0.918527222875049,0.9163728946337641,0.9210732471602037,0.9184816464891412,0.0015150969521721613
1.4793560981750489,0.14821345166520172,0.06873650550842285,0.007635722263773426,10,linear,,"{'classifier__C': 10, 'classifier__kernel': 'linear'}",0.8324197337509789,0.8504306969459671,0.8463949843260188,0.8409090909090909,0.8315047021943573,0.8403318416252826,0.007477989522336588,12,0.9328109696376102,0.9294809010773751,0.9306698002350177,0.9312573443008225,0.9343909126517822,0.9317219855805217,0.0017119873398268924
5.334596300125122,1.8104516771031667,0.07183475494384765,0.007620804945346594,100,linear,,"{'classifier__C': 100, 'classifier__kernel': 'linear'}",0.8183241973375098,0.8371182458888019,0.8260188087774295,0.8275862068965517,0.8260188087774295,0.8270132535355446,0.005998611245609597,18,0.9365328109696376,0.9318315377081293,0.9326282804543674,0.9345867606737172,0.9369369369369369,0.9345032653485577,0.002034820937356553
